Timestamp,BrokerID,Price,Side,Size,Action,Position,Condition Codes,Broker Name,Trade Type
2023-06-26 10:15:11.158000,4457,2.63,ASK,669000.0,New Order,13.0,,Barclays Capital Asia Limited,
2023-06-26 10:15:11.158000,4374,2.63,ASK,259000.0,New Order,14.0,,Barclays Capital Asia Limited,
2023-06-26 10:15:15.662000,2044,2.59,ASK,31000.0,New Order,3.0,,Barclays Capital Asia Limited,
2023-06-26 10:15:15.663000,4457,2.51,BID,681000.0,Removed Order,27.0,,Barclays Capital Asia Limited,
2023-06-26 10:15:15.680000,2079,2.58,BID,10000.0,Removed Order,2.0,,Barclays Capital Asia Limited,
2023-06-26 10:15:15.680000,2079,2.55,BID,10000.0,New Order,18.0,,Barclays Capital Asia Limited,
2023-06-26 10:15:19.478000,5998,2.52,BID,655000.0,New Order,25.0,,China Innovation Market Service Company Limited,
2023-06-26 10:15:19.478000,5998,2.54,BID,126000.0,New Order,21.0,,China Innovation Market Service Company Limited,
2023-06-26 10:15:19.480000,5342,2.59,ASK,21000.0,New Order,4.0,,J.P. Morgan Broking (Hong Kong) Limited,
2023-06-26 10:15:19.481000,2045,2.58,BID,10000.0,Removed Order,2.0,,Barclays Capital Asia Limited,
2023-06-26 10:15:19.501000,2045,2.57,BID,10000.0,Removed Order,2.0,,Barclays Capital Asia Limited,
2023-06-26 10:15:19.501000,2077,2.54,BID,10000.0,New Order,20.0,,Barclays Capital Asia Limited,
2023-06-26 10:15:19.501000,7368,2.56,BID,10000.0,Removed Order,6.0,,Merrill Lynch Far East Limited,
2023-06-26 10:15:19.501000,4821,2.53,BID,10000.0,New Order,22.0,,Valuable Capital Limited,
2023-06-26 10:15:19.501000,2077,2.65,ASK,14000.0,New Order,19.0,,Barclays Capital Asia Limited,
2023-06-26 10:15:19.501000,2079,2.55,BID,10000.0,Removed Order,15.0,,Barclays Capital Asia Limited,
2023-06-26 10:15:19.501000,5998,2.52,BID,10000.0,New Order,25.0,,China Innovation Market Service Company Limited,
2023-06-26 10:15:19.501000,5998,2.54,BID,126000.0,Removed Order,17.0,,China Innovation Market Service Company Limited,
2023-06-26 10:15:21.923000,9057,2.56,BID,1000.0,Removed Order,2.0,,UBS Securities Hong Kong Limited,
2023-06-26 10:15:34.990000,9057,2.58,BID,1000.0,New Order,2.0,,UBS Securities Hong Kong Limited,
2023-06-26 10:15:34.990000,8550,2.52,BID,126000.0,New Order,25.0,,ABN AMRO Clearing Hong Kong Limited,
2023-06-26 10:16:12.934000,7368,2.61,ASK,1000.0,New Order,9.0,,Merrill Lynch Far East Limited,
2023-06-26 10:16:12.937000,5342,2.59,ASK,21000.0,Removed Order,4.0,,J.P. Morgan Broking (Hong Kong) Limited,
2023-06-26 10:16:12.948000,2077,2.65,ASK,14000.0,Removed Order,20.0,,Barclays Capital Asia Limited,
2023-06-26 10:16:13.504000,1836,2.53,BID,31000.0,New Order,21.0,,Instinet Pacific Limited,
2023-06-26 10:16:13.974000,4107,2.59,ASK,1000.0,Removed Order,4.0,,BNP Paribas Securities (Asia) Limited,
2023-06-26 10:16:13.974000,7368,2.61,ASK,1000.0,Removed Order,7.0,,Merrill Lynch Far East Limited,
2023-06-26 10:16:23.791000,8305,2.59,ASK,1000.0,Trade,1.0,,Futu Securities International (Hong Kong) Limited,Passive
2023-06-26 10:16:23.791000,6999,2.59,ASK,1000.0,Trade,1.0,,China Investment Information Services Limited,Passive
2023-06-26 10:16:23.791000,2044,2.59,ASK,2000.0,Trade,1.0,,Barclays Capital Asia Limited,Passive
2023-06-26 10:16:23.842000,2044,2.59,ASK,1000.0,Trade,1.0,,Barclays Capital Asia Limited,Passive
2023-06-26 10:16:23.862000,4821,2.53,BID,10000.0,Removed Order,20.0,,Valuable Capital Limited,
2023-06-26 10:16:23.862000,2077,2.56,BID,10000.0,New Order,6.0,,Barclays Capital Asia Limited,
2023-06-26 10:16:23.862000,5998,2.52,BID,10000.0,Removed Order,25.0,,China Innovation Market Service Company Limited,
2023-06-26 10:16:23.862000,2079,2.55,BID,10000.0,New Order,16.0,,Barclays Capital Asia Limited,
2023-06-26 10:16:24.071000,8567,2.6,ASK,4000.0,New Order,4.0,,ABN AMRO Clearing Hong Kong Limited,
2023-06-26 10:16:26.089000,2044,2.59,ASK,28000.0,Removed Order,1.0,,Barclays Capital Asia Limited,
2023-06-26 10:16:26.090000,8306,2.56,BID,9000.0,New Order,7.0,,Futu Securities International (Hong Kong) Limited,
