,MKTDEPTH_EVENT_TYPE,MKTDEPTH_EVENT_SUBTYPE,ID_BB_SEC_NUM_SRC,FEED_SOURCE,EID,MD_BOOK_TYPE,MBO_WINDOW_SIZE,MBO_SEQNUM_RT,MD_BOOK_SUBTYPE,MD_PRICE_DISPLAY_FORMAT_TYPE_RT,MD_PRICE_DISPLAY_MIN_NUM_DECIMALS_RT,MD_PRICE_DISPLAY_MAX_NUM_DECIMALS_RT,MD_CURRENCY_RT,MD_QUOTED_CURRENCY_REALTIME,MD_ROUND_LOT_SIZE_RT,cid,MBL_WINDOW_SIZE,MD_MULTI_TICK_UPD_RT,MBL_ASK_POSITION_RT,MBL_ASK_RT,MBL_ASK_COND_CODE_RT,MBL_ASK_NUM_ORDERS_RT,MBL_ASK_SIZE_RT,MBL_TIME_RT,MBL_BID_POSITION_RT,MBL_BID_RT,MBL_BID_COND_CODE_RT,MBL_BID_NUM_ORDERS_RT,MBL_BID_SIZE_RT,MBO_ASK_POSITION_RT,MBO_ASK_RT,MBO_ASK_BROKER_RT,MBO_ASK_COND_CODE_RT,MBO_ASK_SIZE_RT,MD_TABLE_CMD_RT,MBO_TIME_RT,MBO_BID_POSITION_RT,MBO_BID_RT,MBO_BID_BROKER_RT,MBO_BID_COND_CODE_RT,MBO_BID_SIZE_RT,MBO_ORDER_ID_RT
0,MARKET_BY_ORDER,TABLE_INITPAINT,7.30248E+11,HK,53714,MBO-AMD,1000,4,CLOB,DECIMAL,2,3,HKD,HKD,1000,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,ADD,,,,,,,
1,MARKET_BY_LEVEL,TABLE_INITPAINT,7.30248E+11,HK,14112,MBL-RBP,,,CLOB,DECIMAL,2,3,HKD,HKD,1000,2060 HK Equity.type=MBL,10,,,,,,,,,,,,,,,,,,REPLACE,,,,,,,
2,MARKET_BY_ORDER,TABLE_INITPAINT,7.30248E+11,HK,14112,TOP-RBP,40,,TOPBROKER,DECIMAL,2,3,HKD,HKD,1000,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,,,,,,,
3,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,1,0.49000001,,1,4000,6/28/2023 01:00:00.062,,,,,,,,,,,REPLACE,,,,,,,
4,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:00:00.068,1,0.465000033,,1,9000,,,,,,REPLACE,,,,,,,
5,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:00:00.079,2,0.460000038,,1,9000,,,,,,REPLACE,,,,,,,
6,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,2,0.495000005,,1,2000,6/28/2023 01:00:00.081,,,,,,,,,,,REPLACE,,,,,,,
7,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:00:00.085,1,0.470000029,,1,9000,,,,,,REPLACE,,,,,,,
8,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:00:00.085,2,0.465000033,,1,9000,,,,,,REPLACE,,,,,,,
9,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:00:00.085,3,0.460000038,,1,9000,,,,,,REPLACE,,,,,,,
10,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:00:00.092,4,0.449999988,,1,7000,,,,,,REPLACE,,,,,,,
11,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:00:00.109,1,0.480000019,,1,6000,,,,,,REPLACE,,,,,,,
12,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:00:00.109,2,0.470000029,,1,9000,,,,,,REPLACE,,,,,,,
13,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:00:00.109,3,0.465000033,,1,9000,,,,,,REPLACE,,,,,,,
14,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:00:00.109,4,0.460000038,,1,9000,,,,,,REPLACE,,,,,,,
15,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:00:00.109,5,0.449999988,,1,7000,,,,,,REPLACE,,,,,,,
16,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:00:00.111,5,0.455000043,,1,7000,,,,,,REPLACE,,,,,,,
17,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:00:00.111,6,0.449999988,,1,7000,,,,,,REPLACE,,,,,,,
18,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,1,0.49000001,6105,,0,REPLACE,6/28/2023 01:00:00.000,,,,,,
19,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,2,0.495000005,6106,,0,REPLACE,6/28/2023 01:00:00.000,,,,,,
20,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:00.000,1,0.480000019,6107,,0,
21,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:00.000,2,0.470000029,6102,,0,
22,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:00.000,3,0.465000033,6104,,0,
23,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:00.000,4,0.460000038,6105,,0,
24,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:00.000,5,0.455000043,6106,,0,
25,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:00.000,6,0.449999988,6107,,0,
26,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:00:00.136,2,0.475000024,,1,9000,,,,,,REPLACE,,,,,,,
27,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:00:00.136,3,0.470000029,,1,9000,,,,,,REPLACE,,,,,,,
28,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:00:00.136,4,0.465000033,,1,9000,,,,,,REPLACE,,,,,,,
29,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:00:00.136,5,0.460000038,,1,9000,,,,,,REPLACE,,,,,,,
30,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:00:00.136,6,0.455000043,,1,7000,,,,,,REPLACE,,,,,,,
31,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:00:00.136,7,0.449999988,,1,7000,,,,,,REPLACE,,,,,,,
32,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:00.000,2,0.475000024,6101,,0,
33,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:00.000,3,0.470000029,6102,,0,
34,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:00.000,4,0.465000033,6104,,0,
35,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:00.000,5,0.460000038,6105,,0,
36,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:00.000,6,0.455000043,6106,,0,
37,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:00.000,7,0.449999988,6107,,0,
38,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:00:00.501,1,0.480000019,,2,9000,,,,,,REPLACE,,,,,,,
39,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:00.000,2,0.480000019,6107,,0,
40,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:00.000,3,0.475000024,6101,,0,
41,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:00.000,4,0.470000029,6102,,0,
42,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:00.000,5,0.465000033,6104,,0,
43,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:00.000,6,0.460000038,6105,,0,
44,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:00.000,7,0.455000043,6106,,0,
45,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:00.000,8,0.449999988,6107,,0,
46,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,3,0.550000012,,1,200000,6/28/2023 01:00:01.040,,,,,,,,,,,REPLACE,,,,,,,
47,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,3,0.550000012,5138,,0,REPLACE,6/28/2023 01:00:01.000,,,,,,
48,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:00:01.235,2,0.475000024,,2,39000,,,,,,REPLACE,,,,,,,
49,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:01.000,4,0.475000024,8293,,0,
50,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:01.000,5,0.470000029,6102,,0,
51,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:01.000,6,0.465000033,6104,,0,
52,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:01.000,7,0.460000038,6105,,0,
53,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:01.000,8,0.455000043,6106,,0,
54,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:01.000,9,0.449999988,6107,,0,
55,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,3,0.550000012,,2,248000,6/28/2023 01:00:02.720,,,,,,,,,,,REPLACE,,,,,,,
56,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,4,0.550000012,1978,,0,REPLACE,6/28/2023 01:00:02.000,,,,,,
57,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:00:05.173,1,0.480000019,,3,39000,,,,,,REPLACE,,,,,,,
58,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:05.000,3,0.480000019,4127,,0,
59,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:05.000,4,0.475000024,6101,,0,
60,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:05.000,5,0.475000024,8293,,0,
61,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:05.000,6,0.470000029,6102,,0,
62,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:05.000,7,0.465000033,6104,,0,
63,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:05.000,8,0.460000038,6105,,0,
64,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:05.000,9,0.455000043,6106,,0,
65,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:05.000,10,0.449999988,6107,,0,
66,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:00:05.174,2,0.475000024,,3,69000,,,,,,REPLACE,,,,,,,
67,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:05.000,6,0.475000024,4128,,0,
68,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:05.000,7,0.470000029,6102,,0,
69,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:05.000,8,0.465000033,6104,,0,
70,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:05.000,9,0.460000038,6105,,0,
71,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:05.000,10,0.455000043,6106,,0,
72,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:05.000,11,0.449999988,6107,,0,
73,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:00:08.006,8,0.435000002,,1,40000,,,,,,REPLACE,,,,,,,
74,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:08.000,12,0.435000002,1836,,0,
75,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:00:15.006,8,0.435000002,,2,70000,,,,,,REPLACE,,,,,,,
76,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:15.000,13,0.435000002,1836,,0,
77,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:00:17.209,5,0.460000038,,2,89000,,,,,,REPLACE,,,,,,,
78,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:17.000,10,0.460000038,6699,,0,
79,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:17.000,11,0.455000043,6106,,0,
80,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:17.000,12,0.449999988,6107,,0,
81,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:17.000,14,0.435000002,1836,,0,
82,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:18.000,15,0.420000017,1836,,0,
83,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,3,0.519999981,,1,77000,6/28/2023 01:00:19.605,,,,,,,,,,,REPLACE,,,,,,,
84,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,4,0.550000012,,2,248000,6/28/2023 01:00:19.605,,,,,,,,,,,REPLACE,,,,,,,
85,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,3,0.519999981,4409,,0,REPLACE,6/28/2023 01:00:19.000,,,,,,
86,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,4,0.550000012,5138,,0,REPLACE,6/28/2023 01:00:19.000,,,,,,
87,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,5,0.550000012,1978,,0,REPLACE,6/28/2023 01:00:19.000,,,,,,
88,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:00:22.034,5,0.460000038,,3,149000,,,,,,REPLACE,,,,,,,
89,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:00:22.038,8,0.439999998,,1,100000,,,,,,REPLACE,,,,,,,
90,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:00:22.038,9,0.435000002,,2,70000,,,,,,REPLACE,,,,,,,
91,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:22.000,11,0.460000038,2290,,0,
92,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:22.000,12,0.455000043,6106,,0,
93,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:22.000,13,0.449999988,6107,,0,
94,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:22.000,14,0.439999998,2290,,0,
95,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:22.000,15,0.435000002,1836,,0,
96,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:22.000,16,0.435000002,1836,,0,
97,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:22.000,17,0.420000017,1836,,0,
98,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:00:25.537,1,0.480000019,,4,79000,,,,,,REPLACE,,,,,,,
99,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:00:25.537,2,0.475000024,,4,109000,,,,,,REPLACE,,,,,,,
100,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:25.000,4,0.480000019,8297,,0,
101,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:25.000,5,0.475000024,6101,,0,
102,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:25.000,6,0.475000024,8293,,0,
103,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:25.000,7,0.475000024,4128,,0,
104,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:25.000,8,0.475000024,8295,,0,
105,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:25.000,9,0.470000029,6102,,0,
106,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:25.000,10,0.465000033,6104,,0,
107,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:25.000,11,0.460000038,6105,,0,
108,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:25.000,12,0.460000038,6699,,0,
109,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:25.000,13,0.460000038,2290,,0,
110,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:25.000,14,0.455000043,6106,,0,
111,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:25.000,15,0.449999988,6107,,0,
112,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:25.000,16,0.439999998,2290,,0,
113,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:25.000,17,0.435000002,1836,,0,
114,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:25.000,18,0.435000002,1836,,0,
115,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:25.000,19,0.420000017,1836,,0,
116,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,2,0.495000005,,2,22000,6/28/2023 01:00:32.623,,,,,,,,,,,REPLACE,,,,,,,
117,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,3,0.50999999,,1,129000,6/28/2023 01:00:32.624,,,,,,,,,,,REPLACE,,,,,,,
118,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,4,0.519999981,,1,77000,6/28/2023 01:00:32.624,,,,,,,,,,,REPLACE,,,,,,,
119,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,5,0.550000012,,2,248000,6/28/2023 01:00:32.624,,,,,,,,,,,REPLACE,,,,,,,
120,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,3,0.495000005,8293,,0,REPLACE,6/28/2023 01:00:32.000,,,,,,
121,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,4,0.50999999,8299,,0,REPLACE,6/28/2023 01:00:32.000,,,,,,
122,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,5,0.519999981,4409,,0,REPLACE,6/28/2023 01:00:32.000,,,,,,
123,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,6,0.550000012,5138,,0,REPLACE,6/28/2023 01:00:32.000,,,,,,
124,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,7,0.550000012,1978,,0,REPLACE,6/28/2023 01:00:32.000,,,,,,
125,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:00:38.022,7,0.449999988,,2,27000,,,,,,REPLACE,,,,,,,
126,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:38.000,16,0.449999988,1836,,0,
127,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:00:38.000,17,0.439999998,2290,,0,
