,MKTDEPTH_EVENT_TYPE,MKTDEPTH_EVENT_SUBTYPE,ID_BB_SEC_NUM_SRC,FEED_SOURCE,EID,MD_BOOK_TYPE,MBO_WINDOW_SIZE,MBO_SEQNUM_RT,MD_BOOK_SUBTYPE,MD_PRICE_DISPLAY_FORMAT_TYPE_RT,MD_PRICE_DISPLAY_MIN_NUM_DECIMALS_RT,MD_PRICE_DISPLAY_MAX_NUM_DECIMALS_RT,MD_CURRENCY_RT,MD_QUOTED_CURRENCY_REALTIME,MD_ROUND_LOT_SIZE_RT,cid,MBL_WINDOW_SIZE,MD_MULTI_TICK_UPD_RT,MBL_ASK_POSITION_RT,MBL_ASK_RT,MBL_ASK_COND_CODE_RT,MBL_ASK_NUM_ORDERS_RT,MBL_ASK_SIZE_RT,MBL_TIME_RT,MBL_BID_POSITION_RT,MBL_BID_RT,MBL_BID_COND_CODE_RT,MBL_BID_NUM_ORDERS_RT,MBL_BID_SIZE_RT,MBO_ASK_POSITION_RT,MBO_ASK_RT,MBO_ASK_BROKER_RT,MBO_ASK_COND_CODE_RT,MBO_ASK_SIZE_RT,MD_TABLE_CMD_RT,MBO_TIME_RT,MBO_BID_POSITION_RT,MBO_BID_RT,MBO_BID_BROKER_RT,MBO_BID_COND_CODE_RT,MBO_BID_SIZE_RT,MBO_ORDER_ID_RT
569,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:31:10.606,8,0.444999993,,1,6000,,,,,,REPLACE,,,,,,,
570,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:31:10.606,9,0.439999998,,1,100000,,,,,,REPLACE,,,,,,,
571,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:31:10.606,10,0,,0,0,,,,,,REPLACE_CLEAR,,,,,,,
572,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:31:10.606,10,0.435000002,,2,70000,,,,,,REPLACE,,,,,,,
573,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,1,0.480000019,6107,,0,
574,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,3,0.480000019,4127,,0,
575,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,4,0.480000019,8297,,0,
576,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,5,0.480000019,8295,,0,
577,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,6,0.475000024,6101,,0,
578,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,7,0.475000024,8293,,0,
579,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,8,0.475000024,4128,,0,
580,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,9,0.475000024,8295,,0,
581,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,10,0.470000029,6102,,0,
582,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,11,0.470000029,8303,,0,
583,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,12,0.470000029,2458,,0,
584,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,13,0.465000033,6104,,0,
585,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,14,0.460000038,6105,,0,
586,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,15,0.460000038,6699,,0,
587,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,16,0.460000038,2290,,0,
588,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,17,0.455000043,6106,,0,
589,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,18,0.449999988,6107,,0,
590,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,19,0.449999988,1836,,0,
591,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,21,0.449999988,2578,,0,
592,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,22,0.444999993,1836,,0,
593,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,23,0.439999998,2290,,0,
594,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,24,0.435000002,1836,,0,
595,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:31:10.000,26,0.420000017,1836,,0,
596,MARKET_BY_ORDER,BID,,,53714,,,79,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,ADD,6/28/2023 01:31:19.422,1,0.495000005,,,1000,43354625
597,MARKET_BY_ORDER,BID,,,53714,,,80,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,DEL,6/28/2023 01:31:19.422,1,0.495000005,,,1000,43354625
598,MARKET_BY_ORDER,ASK,,,53714,,,81,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,1,0.49000001,,,13000,MOD,6/28/2023 01:31:19.422,,,,,,20042753
599,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,1,0.49000001,,1,13000,6/28/2023 01:31:19.422,,,,,,,,,,,REPLACE,,,,,,,
600,MARKET_BY_ORDER,BID,,,53714,,,82,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,ADD,6/28/2023 01:31:25.994,1,0.495000005,,,1000,45257729
601,MARKET_BY_ORDER,BID,,,53714,,,83,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,DEL,6/28/2023 01:31:25.994,1,0.495000005,,,1000,45257729
602,MARKET_BY_ORDER,ASK,,,53714,,,84,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,1,0.49000001,,,12000,MOD,6/28/2023 01:31:25.994,,,,,,20042753
603,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,1,0.49000001,,1,12000,6/28/2023 01:31:25.994,,,,,,,,,,,REPLACE,,,,,,,
604,MARKET_BY_ORDER,BID,,,53714,,,85,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,ADD,6/28/2023 01:34:28.515,6,0.480000019,,,208000,108666881
605,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:34:28.515,1,0.480000019,,6,307000,,,,,,REPLACE,,,,,,,
606,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:34:28.000,6,0.480000019,4821,,0,
607,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:34:28.000,7,0.475000024,6101,,0,
608,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:34:28.000,8,0.475000024,8293,,0,
609,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:34:28.000,9,0.475000024,4128,,0,
610,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:34:28.000,10,0.475000024,8295,,0,
611,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:34:28.000,11,0.470000029,6102,,0,
612,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:34:28.000,12,0.470000029,8303,,0,
613,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:34:28.000,13,0.470000029,2458,,0,
614,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:34:28.000,14,0.465000033,6104,,0,
615,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:34:28.000,15,0.460000038,6105,,0,
616,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:34:28.000,16,0.460000038,6699,,0,
617,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:34:28.000,17,0.460000038,2290,,0,
618,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:34:28.000,18,0.455000043,6106,,0,
619,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:34:28.000,19,0.449999988,6107,,0,
620,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:34:28.000,21,0.449999988,1836,,0,
621,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:34:28.000,22,0.449999988,2578,,0,
622,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:34:28.000,23,0.444999993,1836,,0,
623,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:34:28.000,24,0.439999998,2290,,0,
624,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:34:28.000,26,0.435000002,1836,,0,
625,MARKET_BY_ORDER,BID,,,53714,,,86,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,ADD,6/28/2023 01:36:57.416,1,0.485000014,,,30000,156338433
626,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:36:57.416,1,0.485000014,,1,30000,,,,,,REPLACE,,,,,,,
627,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:36:57.416,2,0.480000019,,6,307000,,,,,,REPLACE,,,,,,,
628,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:36:57.416,3,0.475000024,,4,95000,,,,,,REPLACE,,,,,,,
629,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:36:57.416,4,0.470000029,,3,124000,,,,,,REPLACE,,,,,,,
630,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:36:57.416,5,0.465000033,,1,7000,,,,,,REPLACE,,,,,,,
631,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:36:57.416,6,0.460000038,,3,149000,,,,,,REPLACE,,,,,,,
632,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:36:57.416,7,0.455000043,,1,4000,,,,,,REPLACE,,,,,,,
633,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:36:57.416,8,0.449999988,,4,91000,,,,,,REPLACE,,,,,,,
634,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,6/28/2023 01:36:57.416,9,0.444999993,,1,6000,,,,,,REPLACE,,,,,,,
635,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:36:57.416,10,0.439999998,,1,100000,,,,,,REPLACE,,,,,,,
636,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,1,0.485000014,8297,,0,
637,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,3,0.480000019,6107,,0,
638,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,4,0.480000019,4127,,0,
639,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,5,0.480000019,8297,,0,
640,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,6,0.480000019,8295,,0,
641,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,7,0.480000019,4821,,0,
642,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,8,0.475000024,6101,,0,
643,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,9,0.475000024,8293,,0,
644,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,10,0.475000024,4128,,0,
645,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,11,0.475000024,8295,,0,
646,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,12,0.470000029,6102,,0,
647,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,13,0.470000029,8303,,0,
648,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,14,0.470000029,2458,,0,
649,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,15,0.465000033,6104,,0,
650,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,16,0.460000038,6105,,0,
651,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,17,0.460000038,6699,,0,
652,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,18,0.460000038,2290,,0,
653,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,19,0.455000043,6106,,0,
654,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,20,0.449999988,6107,,0,
655,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,22,0.449999988,1836,,0,
656,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,23,0.449999988,2578,,0,
657,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,24,0.444999993,1836,,0,
658,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,25,0.439999998,2290,,0,
659,MARKET_BY_ORDER,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,REPLACE,6/28/2023 01:36:57.000,27,0.435000002,1836,,0,
660,MARKET_BY_ORDER,BID,,,53714,,,87,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,MOD,6/28/2023 01:37:25.689,9,0.475000024,,,1000,883201
661,MARKET_BY_LEVEL,BID,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,6/28/2023 01:37:25.689,3,0.475000024,,4,80000,,,,,,REPLACE,,,,,,,
662,MARKET_BY_ORDER,ASK,,,53714,,,88,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,18,0.550000012,,,68000,ADD,6/28/2023 01:40:05.459,,,,,,209432065
663,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,8,0.550000012,,5,556000,6/28/2023 01:40:05.459,,,,,,,,,,,REPLACE,,,,,,,
664,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,18,0.550000012,8303,,0,REPLACE,6/28/2023 01:40:05.000,,,,,,
665,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,19,0.560000002,8306,,0,REPLACE,6/28/2023 01:40:05.000,,,,,,
666,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,20,0.569999993,8303,,0,REPLACE,6/28/2023 01:40:05.000,,,,,,
667,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,21,0.579999983,8308,,0,REPLACE,6/28/2023 01:40:05.000,,,,,,
668,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,22,0.589999974,2578,,0,REPLACE,6/28/2023 01:40:05.000,,,,,,
669,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,1,0.495000005,,4,124000,6/28/2023 01:40:26.201,,,,,,,,,,,REPLACE,,,,,,,
670,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,2,0.5,,2,102000,6/28/2023 01:40:26.201,,,,,,,,,,,REPLACE,,,,,,,
671,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,3,0.50999999,,2,329000,6/28/2023 01:40:26.201,,,,,,,,,,,REPLACE,,,,,,,
672,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,4,0.519999981,,2,177000,6/28/2023 01:40:26.201,,,,,,,,,,,REPLACE,,,,,,,
673,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,5,0.529999971,,1,10000,6/28/2023 01:40:26.201,,,,,,,,,,,REPLACE,,,,,,,
674,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,6,0.540000021,,1,24000,6/28/2023 01:40:26.201,,,,,,,,,,,REPLACE,,,,,,,
675,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,7,0.550000012,,5,556000,6/28/2023 01:40:26.201,,,,,,,,,,,REPLACE,,,,,,,
676,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,8,0.560000002,,1,149000,6/28/2023 01:40:26.201,,,,,,,,,,,REPLACE,,,,,,,
677,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,1,9,0.569999993,,1,285000,6/28/2023 01:40:26.201,,,,,,,,,,,REPLACE,,,,,,,
678,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,10,0,,0,0,6/28/2023 01:40:26.201,,,,,,,,,,,REPLACE_CLEAR,,,,,,,
679,MARKET_BY_LEVEL,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=MBL,,0,10,0.579999983,,1,2222000,6/28/2023 01:40:26.201,,,,,,,,,,,REPLACE,,,,,,,
680,MARKET_BY_ORDER,ASK,,,53714,,,89,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,1,0.49000001,,,12000,DEL,6/28/2023 01:40:26.201,,,,,,20042753
681,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,1,0.495000005,6106,,0,REPLACE,6/28/2023 01:40:26.000,,,,,,
682,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,2,0.495000005,8293,,0,REPLACE,6/28/2023 01:40:26.000,,,,,,
683,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,3,0.495000005,8305,,0,REPLACE,6/28/2023 01:40:26.000,,,,,,
684,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,4,0.495000005,6105,,0,REPLACE,6/28/2023 01:40:26.000,,,,,,
685,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,5,0.5,8461,,0,REPLACE,6/28/2023 01:40:26.000,,,,,,
686,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,6,0.5,6106,,0,REPLACE,6/28/2023 01:40:26.000,,,,,,
687,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,7,0.50999999,8299,,0,REPLACE,6/28/2023 01:40:26.000,,,,,,
688,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,8,0.50999999,8304,,0,REPLACE,6/28/2023 01:40:26.000,,,,,,
689,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,9,0.519999981,4409,,0,REPLACE,6/28/2023 01:40:26.000,,,,,,
690,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,10,0.519999981,5666,,0,REPLACE,6/28/2023 01:40:26.000,,,,,,
691,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,11,0.529999971,8305,,0,REPLACE,6/28/2023 01:40:26.000,,,,,,
692,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,12,0.540000021,2578,,0,REPLACE,6/28/2023 01:40:26.000,,,,,,
693,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,13,0.550000012,5138,,0,REPLACE,6/28/2023 01:40:26.000,,,,,,
694,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,14,0.550000012,1978,,0,REPLACE,6/28/2023 01:40:26.000,,,,,,
695,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,15,0.550000012,8575,,0,REPLACE,6/28/2023 01:40:26.000,,,,,,
696,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,16,0.550000012,174,,0,REPLACE,6/28/2023 01:40:26.000,,,,,,
697,MARKET_BY_ORDER,ASK,,,14112,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,17,0.550000012,8303,,0,REPLACE,6/28/2023 01:40:26.000,,,,,,
