Timestamp,BrokerID,Price,Side,Size,Action,Position,Condition Codes,Broker Name
11:00.4,8306,2.6,BID,10000,New Order,6,,Futu Securities International (Hong Kong) Limited
11:00.4,104,2.61,ASK,1000,Trade,1,,Core Pacific - Yamaichi International (H.K.) Limited
11:05.3,5999,2.6,BID,5000,New Order,7,,China Innovation Market Service Company Limited
11:13.4,5999,2.6,BID,11000,New Order,8,,China Innovation Market Service Company Limited
11:16.3,104,2.61,ASK,1000,Removed Order,1,,Core Pacific - Yamaichi International (H.K.) Limited
11:17.0,1836,2.56,BID,31000,New Order,31,,Instinet Pacific Limited
11:21.1,4374,2.62,ASK,28000,New Order,6,,Barclays Capital Asia Limited
11:21.4,2457,2.6,BID,10000,New Order,9,,Futu Securities International (Hong Kong) Limited
11:30.4,118,2.59,BID,4000,New Order,15,,Core Pacific - Yamaichi International (H.K.) Limited
11:46.9,5342,2.6,ASK,100000,New Order,1,,J.P. Morgan Broking (Hong Kong) Limited
11:46.9,8167,2.6,BID,10000,Trade,1,,BOCI Securities Limited
11:46.9,5342,2.6,ASK,10000,Trade,1,,J.P. Morgan Broking (Hong Kong) Limited
11:46.9,6996,2.6,BID,40000,Trade,1,,China Investment Information Services Limited
11:46.9,5342,2.6,ASK,40000,Order Modified,1,,J.P. Morgan Broking (Hong Kong) Limited
11:46.9,5346,2.6,BID,3000,Trade,1,,J.P. Morgan Broking (Hong Kong) Limited
11:46.9,5342,2.6,ASK,3000,Order Modified,1,,J.P. Morgan Broking (Hong Kong) Limited
11:46.9,6387,2.6,BID,10000,Removed Order,1,,Morgan Stanley Hong Kong Securities Limited
