,MKTDEPTH_EVENT_TYPE,MKTDEPTH_EVENT_SUBTYPE,ID_BB_SEC_NUM_SRC,FEED_SOURCE,EID,MD_TABLE_CMD_RT,MD_BOOK_TYPE,MBO_WINDOW_SIZE,MBO_SEQNUM_RT,MD_BOOK_SUBTYPE,MD_PRICE_DISPLAY_FORMAT_TYPE_RT,MD_PRICE_DISPLAY_MIN_NUM_DECIMALS_RT,MD_PRICE_DISPLAY_MAX_NUM_DECIMALS_RT,MD_CURRENCY_RT,MD_QUOTED_CURRENCY_REALTIME,MD_ROUND_LOT_SIZE_RT,cid,MBL_WINDOW_SIZE,MD_MULTI_TICK_UPD_RT,MBL_ASK_POSITION_RT,MBL_ASK_RT,MBL_ASK_COND_CODE_RT,MBL_ASK_NUM_ORDERS_RT,MBL_ASK_SIZE_RT,MBL_TIME_RT,MBL_BID_POSITION_RT,MBL_BID_RT,MBL_BID_COND_CODE_RT,MBL_BID_NUM_ORDERS_RT,MBL_BID_SIZE_RT,MBO_ASK_POSITION_RT,MBO_ASK_RT,MBO_ASK_BROKER_RT,MBO_ASK_COND_CODE_RT,MBO_ASK_SIZE_RT,MBO_TIME_RT,MBO_BID_POSITION_RT,MBO_BID_RT,MBO_BID_BROKER_RT,MBO_BID_COND_CODE_RT,MBO_BID_SIZE_RT,MBO_ORDER_ID_RT,MBO_TABLE_ASK,MBO_TABLE_BID,MBL_TABLE_ASK,MBL_TABLE_BID
0,MARKET_BY_ORDER,TABLE_INITPAINT,7.30248E+11,HK,53714,ADD,MBO-AMD,1000,4,CLOB,DECIMAL,2,3,HKD,HKD,1000,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MARKET_BY_ORDER,TABLE_INITPAINT,7.30248E+11,HK,14112,REPLACE,TOP-RBP,40,,TOPBROKER,DECIMAL,2,3,HKD,HKD,1000,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,MARKET_BY_LEVEL,TABLE_INITPAINT,7.30248E+11,HK,14112,REPLACE,MBL-RBP,,,CLOB,DECIMAL,2,3,HKD,HKD,1000,2060 HK Equity.type=MBL,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,1,0.475000024,,1,4000,00:00.1,,,,,,,,,,,,,,,,,,,,,
4,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,00:00.1,1,0.449999988,,1,9000,,,,,,,,,,,,,,,,
5,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,2,0.480000019,,1,6000,00:00.1,,,,,,,,,,,,,,,,,,,,,
6,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,00:00.1,1,0.465000033,,1,9000,,,,,,,,,,,,,,,,
7,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,00:00.1,2,0.449999988,,1,9000,,,,,,,,,,,,,,,,
8,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,00:00.1,1,0.470000029,,1,9000,,,,,,,,,,,,,,,,
9,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,00:00.1,2,0.465000033,,1,9000,,,,,,,,,,,,,,,,
10,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,00:00.1,3,0.449999988,,1,9000,,,,,,,,,,,,,,,,
11,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,3,0.485000014,,1,4000,00:00.1,,,,,,,,,,,,,,,,,,,,,
12,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,00:00.1,3,0.455000043,,1,9000,,,,,,,,,,,,,,,,
13,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,00:00.1,4,0.449999988,,1,9000,,,,,,,,,,,,,,,,
14,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,00:00.1,3,0.460000038,,1,9000,,,,,,,,,,,,,,,,
15,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,00:00.1,4,0.455000043,,1,9000,,,,,,,,,,,,,,,,
16,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,00:00.1,5,0.449999988,,1,9000,,,,,,,,,,,,,,,,
17,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,1,0.475000024,6104,,0,7/3/2023 01:00:00.000,,,,,,,,,,
18,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,2,0.480000019,6105,,0,7/3/2023 01:00:00.000,,,,,,,,,,
19,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,3,0.485000014,6106,,0,7/3/2023 01:00:00.000,,,,,,,,,,
20,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:00.000,1,0.470000029,6107,,0,,,,,
21,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:00.000,2,0.465000033,6101,,0,,,,,
22,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:00.000,3,0.460000038,6102,,0,,,,,
23,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:00.000,4,0.455000043,6104,,0,,,,,
24,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:00.000,5,0.449999988,6105,,0,,,,,
25,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,00:00.2,6,0.444999993,,1,4000,,,,,,,,,,,,,,,,
26,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:00.000,6,0.444999993,6106,,0,,,,,
27,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,00:00.4,7,0.439999998,,1,6000,,,,,,,,,,,,,,,,
28,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:00.000,7,0.439999998,6107,,0,,,,,
29,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,1,0.475000024,,2,24000,00:03.2,,,,,,,,,,,,,,,,,,,,,
30,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,2,0.475000024,4129,,0,7/3/2023 01:00:03.000,,,,,,,,,,
31,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,3,0.480000019,6105,,0,7/3/2023 01:00:03.000,,,,,,,,,,
32,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,4,0.485000014,6106,,0,7/3/2023 01:00:03.000,,,,,,,,,,
33,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,00:04.0,8,0.430000007,,1,40000,,,,,,,,,,,,,,,,
34,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:04.000,8,0.430000007,1836,,0,,,,,
35,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,4,0.519999981,,1,77000,00:05.3,,,,,,,,,,,,,,,,,,,,,
36,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,5,0.519999981,4409,,0,7/3/2023 01:00:05.000,,,,,,,,,,
37,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,3,0.485000014,,2,133000,00:06.1,,,,,,,,,,,,,,,,,,,,,
38,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,5,0.485000014,6430,,0,7/3/2023 01:00:06.000,,,,,,,,,,
39,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,6,0.519999981,4409,,0,7/3/2023 01:00:06.000,,,,,,,,,,
40,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,00:10.0,8,0.430000007,,2,80000,,,,,,,,,,,,,,,,
41,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:10.000,9,0.430000007,1836,,0,,,,,
42,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,00:10.3,2,0.465000033,,2,39000,,,,,,,,,,,,,,,,
43,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:10.000,3,0.465000033,8295,,0,,,,,
44,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:10.000,4,0.460000038,6102,,0,,,,,
45,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:10.000,5,0.455000043,6104,,0,,,,,
46,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:10.000,6,0.449999988,6105,,0,,,,,
47,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:10.000,7,0.444999993,6106,,0,,,,,
48,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:10.000,8,0.439999998,6107,,0,,,,,
49,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:10.000,10,0.430000007,1836,,0,,,,,
50,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,3,0.475000024,8299,,0,7/3/2023 01:00:11.000,,,,,,,,,,
51,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,4,0.480000019,6105,,0,7/3/2023 01:00:11.000,,,,,,,,,,
52,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,5,0.485000014,6106,,0,7/3/2023 01:00:11.000,,,,,,,,,,
53,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,6,0.485000014,6430,,0,7/3/2023 01:00:11.000,,,,,,,,,,
54,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,7,0.519999981,4409,,0,7/3/2023 01:00:11.000,,,,,,,,,,
55,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,1,0.475000024,,3,54000,00:11.3,,,,,,,,,,,,,,,,,,,,,
56,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:12.000,11,0.420000017,1836,,0,,,,,
57,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:13.000,5,0.460000038,6699,,0,,,,,
58,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:13.000,6,0.455000043,6104,,0,,,,,
59,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:13.000,7,0.449999988,6105,,0,,,,,
60,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:13.000,8,0.444999993,6106,,0,,,,,
61,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,00:13.1,3,0.460000038,,2,89000,,,,,,,,,,,,,,,,
62,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:13.000,9,0.439999998,6107,,0,,,,,
63,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:13.000,11,0.430000007,1836,,0,,,,,
64,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:13.000,12,0.420000017,1836,,0,,,,,
65,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,1,0.475000024,,4,83000,00:13.4,,,,,,,,,,,,,,,,,,,,,
66,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,4,0.475000024,2519,,0,7/3/2023 01:00:13.000,,,,,,,,,,
67,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,5,0.480000019,6105,,0,7/3/2023 01:00:13.000,,,,,,,,,,
68,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,6,0.485000014,6106,,0,7/3/2023 01:00:13.000,,,,,,,,,,
69,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,7,0.485000014,6430,,0,7/3/2023 01:00:13.000,,,,,,,,,,
70,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,8,0.519999981,4409,,0,7/3/2023 01:00:13.000,,,,,,,,,,
71,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:23.000,8,0.449999988,2290,,0,,,,,
72,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,00:23.1,5,0.449999988,,2,89000,,,,,,,,,,,,,,,,
73,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:23.000,9,0.444999993,6106,,0,,,,,
74,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:23.000,10,0.439999998,6107,,0,,,,,
75,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:23.000,12,0.430000007,1836,,0,,,,,
76,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:23.000,13,0.420000017,1836,,0,,,,,
77,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,,,,,,00:28.0,8,0.435000002,,1,30000,,,,,,,,,,,,,,,,
78,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,00:28.0,9,0.430000007,,2,80000,,,,,,,,,,,,,,,,
79,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:28.000,11,0.435000002,1836,,0,,,,,
80,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:28.000,13,0.430000007,1836,,0,,,,,
81,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:28.000,14,0.420000017,1836,,0,,,,,
82,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,3,0.485000014,,3,151000,00:29.5,,,,,,,,,,,,,,,,,,,,,
83,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,8,0.485000014,8291,,0,7/3/2023 01:00:29.000,,,,,,,,,,
84,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,9,0.519999981,4409,,0,7/3/2023 01:00:29.000,,,,,,,,,,
85,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:38.000,14,0.430000007,2290,,0,,,,,
86,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:38.000,15,0.420000017,1836,,0,,,,,
87,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,00:38.1,9,0.430000007,,3,180000,,,,,,,,,,,,,,,,
88,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,00:40.0,5,0.449999988,,3,109000,,,,,,,,,,,,,,,,
89,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:40.000,9,0.449999988,1836,,0,,,,,
90,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:40.000,10,0.444999993,6106,,0,,,,,
91,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:40.000,11,0.439999998,6107,,0,,,,,
92,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:40.000,12,0.435000002,1836,,0,,,,,
93,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:40.000,14,0.430000007,1836,,0,,,,,
94,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:40.000,15,0.430000007,2290,,0,,,,,
95,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:00:40.000,16,0.420000017,1836,,0,,,,,
96,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,10,0.529999971,8307,,0,7/3/2023 01:01:16.000,,,,,,,,,,
97,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,5,0.529999971,,1,10000,01:16.8,,,,,,,,,,,,,,,,,,,,,
98,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,9,0.495000005,8308,,0,7/3/2023 01:01:30.000,,,,,,,,,,
99,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,10,0.519999981,4409,,0,7/3/2023 01:01:30.000,,,,,,,,,,
100,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,11,0.529999971,8307,,0,7/3/2023 01:01:30.000,,,,,,,,,,
101,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,4,0.495000005,,1,100000,01:30.7,,,,,,,,,,,,,,,,,,,,,
102,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,5,0.519999981,,1,77000,01:30.7,,,,,,,,,,,,,,,,,,,,,
103,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,6,0.529999971,,1,10000,01:30.7,,,,,,,,,,,,,,,,,,,,,
104,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,01:30.7,2,0.465000033,,3,152000,,,,,,,,,,,,,,,,
105,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:01:30.000,4,0.465000033,2246,,0,,,,,
106,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:01:30.000,5,0.460000038,6102,,0,,,,,
107,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:01:30.000,6,0.460000038,6699,,0,,,,,
108,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:01:30.000,7,0.455000043,6104,,0,,,,,
109,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:01:30.000,8,0.449999988,6105,,0,,,,,
110,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,5,0.5,,1,100000,01:30.7,,,,,,,,,,,,,,,,,,,,,
111,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,6,0.519999981,,1,77000,01:30.7,,,,,,,,,,,,,,,,,,,,,
112,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,7,0.529999971,,1,10000,01:30.7,,,,,,,,,,,,,,,,,,,,,
113,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:01:30.000,9,0.449999988,2290,,0,,,,,
114,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:01:30.000,10,0.449999988,1836,,0,,,,,
115,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:01:30.000,11,0.444999993,6106,,0,,,,,
116,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:01:30.000,12,0.439999998,6107,,0,,,,,
117,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:01:30.000,13,0.435000002,1836,,0,,,,,
118,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:01:30.000,15,0.430000007,1836,,0,,,,,
119,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:01:30.000,16,0.430000007,2290,,0,,,,,
120,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:01:30.000,17,0.420000017,1836,,0,,,,,
121,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,10,0.5,2457,,0,7/3/2023 01:01:30.000,,,,,,,,,,
122,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,11,0.519999981,4409,,0,7/3/2023 01:01:30.000,,,,,,,,,,
123,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,12,0.529999971,8307,,0,7/3/2023 01:01:30.000,,,,,,,,,,
124,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,6,0.50999999,,1,200000,01:36.7,,,,,,,,,,,,,,,,,,,,,
125,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,1,7,0.519999981,,1,77000,01:36.7,,,,,,,,,,,,,,,,,,,,,
