,MKTDEPTH_EVENT_TYPE,MKTDEPTH_EVENT_SUBTYPE,ID_BB_SEC_NUM_SRC,FEED_SOURCE,EID,MD_TABLE_CMD_RT,MD_BOOK_TYPE,MBO_WINDOW_SIZE,MBO_SEQNUM_RT,MD_BOOK_SUBTYPE,MD_PRICE_DISPLAY_FORMAT_TYPE_RT,MD_PRICE_DISPLAY_MIN_NUM_DECIMALS_RT,MD_PRICE_DISPLAY_MAX_NUM_DECIMALS_RT,MD_CURRENCY_RT,MD_QUOTED_CURRENCY_REALTIME,MD_ROUND_LOT_SIZE_RT,cid,MBL_WINDOW_SIZE,MD_MULTI_TICK_UPD_RT,MBL_ASK_POSITION_RT,MBL_ASK_RT,MBL_ASK_COND_CODE_RT,MBL_ASK_NUM_ORDERS_RT,MBL_ASK_SIZE_RT,MBL_TIME_RT,MBL_BID_POSITION_RT,MBL_BID_RT,MBL_BID_COND_CODE_RT,MBL_BID_NUM_ORDERS_RT,MBL_BID_SIZE_RT,MBO_ASK_POSITION_RT,MBO_ASK_RT,MBO_ASK_BROKER_RT,MBO_ASK_COND_CODE_RT,MBO_ASK_SIZE_RT,MBO_TIME_RT,MBO_BID_POSITION_RT,MBO_BID_RT,MBO_BID_BROKER_RT,MBO_BID_COND_CODE_RT,MBO_BID_SIZE_RT,MBO_ORDER_ID_RT,MBO_TABLE_ASK,MBO_TABLE_BID,MBL_TABLE_ASK,MBL_TABLE_BID
693,MARKET_BY_ORDER,ASK,,,53714,MOD,,,107,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,1,0.480000019,,,4000,7/3/2023 01:39:37.919,,,,,,144386,,,,
694,MARKET_BY_ORDER,BID,,,53714,ADD,,,108,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,7/3/2023 01:39:47.903,1,0.480000019,,,2000,238425858,,,,
695,MARKET_BY_ORDER,BID,,,53714,DEL,,,109,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,7/3/2023 01:39:47.903,1,0.480000019,,,2000,238425858,,,,
696,MARKET_BY_ORDER,ASK,,,53714,MOD,,,110,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,1,0.480000019,,,2000,7/3/2023 01:39:47.903,,,,,,144386,,,,
697,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,1,0.480000019,,4,40000,39:47.9,,,,,,,,,,,,,,,,,,,,,
698,MARKET_BY_ORDER,BID,,,53714,ADD,,,111,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,7/3/2023 01:39:59.554,1,0.480000019,,,2000,242022658,,,,
699,MARKET_BY_ORDER,BID,,,53714,DEL,,,112,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,7/3/2023 01:39:59.554,1,0.480000019,,,2000,242022658,,,,
700,MARKET_BY_ORDER,ASK,,,53714,DEL,,,113,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,1,0.480000019,,,2000,7/3/2023 01:39:59.554,,,,,,144386,,,,
701,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,1,0.480000019,,3,38000,39:59.6,,,,,,,,,,,,,,,,,,,,,
702,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,1,0.480000019,8301,,0,7/3/2023 01:39:59.000,,,,,,,,,,
703,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,2,0.480000019,8293,,0,7/3/2023 01:39:59.000,,,,,,,,,,
704,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,3,0.480000019,6104,,0,7/3/2023 01:39:59.000,,,,,,,,,,
705,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,4,0.485000014,6106,,0,7/3/2023 01:39:59.000,,,,,,,,,,
706,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,5,0.485000014,6430,,0,7/3/2023 01:39:59.000,,,,,,,,,,
707,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,6,0.485000014,8291,,0,7/3/2023 01:39:59.000,,,,,,,,,,
708,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,7,0.495000005,8308,,0,7/3/2023 01:39:59.000,,,,,,,,,,
709,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,8,0.5,2457,,0,7/3/2023 01:39:59.000,,,,,,,,,,
710,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,9,0.50999999,8466,,0,7/3/2023 01:39:59.000,,,,,,,,,,
711,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,10,0.519999981,4409,,0,7/3/2023 01:39:59.000,,,,,,,,,,
712,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,11,0.519999981,5666,,0,7/3/2023 01:39:59.000,,,,,,,,,,
713,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,12,0.529999971,8307,,0,7/3/2023 01:39:59.000,,,,,,,,,,
714,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,13,0.540000021,2578,,0,7/3/2023 01:39:59.000,,,,,,,,,,
715,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,14,0.550000012,9000,,0,7/3/2023 01:39:59.000,,,,,,,,,,
716,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,15,0.550000012,6698,,0,7/3/2023 01:39:59.000,,,,,,,,,,
717,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,16,0.550000012,174,,0,7/3/2023 01:39:59.000,,,,,,,,,,
718,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,17,0.569999993,8467,,0,7/3/2023 01:39:59.000,,,,,,,,,,
719,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,18,0.579999983,8461,,0,7/3/2023 01:39:59.000,,,,,,,,,,
720,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,19,0.589999974,2578,,0,7/3/2023 01:39:59.000,,,,,,,,,,
721,MARKET_BY_ORDER,ASK,,,14112,REPLACE_CLEAR,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,20,0,,,0,7/3/2023 01:39:59.000,,,,,,,,,,
722,MARKET_BY_ORDER,BID,,,53714,ADD,,,114,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.174,4,0.475000024,,,20000,247171330,,,,
723,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,40:07.2,1,0.475000024,,4,42000,,,,,,,,,,,,,,,,
724,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.000,4,0.475000024,1799,,0,,,,,
725,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.000,5,0.470000029,488,,0,,,,,
726,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.000,6,0.470000029,8291,,0,,,,,
727,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.000,7,0.470000029,4821,,0,,,,,
728,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.000,8,0.470000029,6101,,0,,,,,
729,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.000,9,0.465000033,6101,,0,,,,,
730,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.000,10,0.465000033,8295,,0,,,,,
731,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.000,11,0.465000033,2246,,0,,,,,
732,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.000,12,0.460000038,6102,,0,,,,,
733,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.000,13,0.460000038,6699,,0,,,,,
734,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.000,14,0.455000043,6104,,0,,,,,
735,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.000,15,0.449999988,6105,,0,,,,,
736,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.000,16,0.449999988,2290,,0,,,,,
737,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.000,17,0.449999988,1836,,0,,,,,
738,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.000,18,0.449999988,2578,,0,,,,,
739,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.000,19,0.444999993,6106,,0,,,,,
740,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.000,20,0.439999998,6107,,0,,,,,
741,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.000,21,0.435000002,1836,,0,,,,,
742,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.000,23,0.430000007,1836,,0,,,,,
743,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.000,24,0.430000007,2290,,0,,,,,
744,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:07.000,25,0.420000017,1836,,0,,,,,
745,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,1,0.480000019,,2,33000,40:08.7,,,,,,,,,,,,,,,,,,,,,
746,MARKET_BY_ORDER,BID,,,53714,ADD,,,115,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:08.665,1,0.480000019,,,5000,248404994,,,,
747,MARKET_BY_ORDER,BID,,,53714,MOD,,,116,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:08.665,1,0.480000019,,,2000,248404994,,,,
748,MARKET_BY_ORDER,ASK,,,53714,DEL,,,117,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,1,0.480000019,,,3000,7/3/2023 01:40:08.665,,,,,,7632130,,,,
749,MARKET_BY_ORDER,BID,,,53714,DEL,,,118,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:08.665,1,0.480000019,,,2000,248404994,,,,
750,MARKET_BY_ORDER,ASK,,,53714,MOD,,,119,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,1,0.480000019,,,27000,7/3/2023 01:40:08.665,,,,,,122075906,,,,
751,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,1,0.480000019,8293,,0,7/3/2023 01:40:09.000,,,,,,,,,,
752,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,2,0.480000019,6104,,0,7/3/2023 01:40:09.000,,,,,,,,,,
753,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,3,0.485000014,6106,,0,7/3/2023 01:40:09.000,,,,,,,,,,
754,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,4,0.485000014,6430,,0,7/3/2023 01:40:09.000,,,,,,,,,,
755,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,5,0.485000014,8291,,0,7/3/2023 01:40:09.000,,,,,,,,,,
756,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,6,0.495000005,8308,,0,7/3/2023 01:40:09.000,,,,,,,,,,
757,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,7,0.5,2457,,0,7/3/2023 01:40:09.000,,,,,,,,,,
758,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,8,0.50999999,8466,,0,7/3/2023 01:40:09.000,,,,,,,,,,
759,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,9,0.519999981,4409,,0,7/3/2023 01:40:09.000,,,,,,,,,,
760,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,10,0.519999981,5666,,0,7/3/2023 01:40:09.000,,,,,,,,,,
761,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,11,0.529999971,8307,,0,7/3/2023 01:40:09.000,,,,,,,,,,
762,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,12,0.540000021,2578,,0,7/3/2023 01:40:09.000,,,,,,,,,,
763,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,13,0.550000012,9000,,0,7/3/2023 01:40:09.000,,,,,,,,,,
764,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,14,0.550000012,6698,,0,7/3/2023 01:40:09.000,,,,,,,,,,
765,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,15,0.550000012,174,,0,7/3/2023 01:40:09.000,,,,,,,,,,
766,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,16,0.569999993,8467,,0,7/3/2023 01:40:09.000,,,,,,,,,,
767,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,17,0.579999983,8461,,0,7/3/2023 01:40:09.000,,,,,,,,,,
768,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,18,0.589999974,2578,,0,7/3/2023 01:40:09.000,,,,,,,,,,
769,MARKET_BY_ORDER,ASK,,,14112,REPLACE_CLEAR,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,19,0,,,0,7/3/2023 01:40:09.000,,,,,,,,,,
770,MARKET_BY_ORDER,BID,,,53714,ADD,,,120,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.817,5,0.475000024,,,6000,249631234,,,,
771,MARKET_BY_ORDER,BID,,,53714,ADD,,,121,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.818,1,0.480000019,,,3000,249632514,,,,
772,MARKET_BY_ORDER,BID,,,53714,DEL,,,122,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.818,1,0.480000019,,,3000,249632514,,,,
773,MARKET_BY_ORDER,ASK,,,53714,MOD,,,123,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,1,0.480000019,,,24000,7/3/2023 01:40:10.818,,,,,,122075906,,,,
774,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,40:10.8,1,0.475000024,,5,48000,,,,,,,,,,,,,,,,
775,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,1,0.480000019,,2,30000,40:10.8,,,,,,,,,,,,,,,,,,,,,
776,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.000,5,0.475000024,6105,,0,,,,,
777,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.000,6,0.470000029,488,,0,,,,,
778,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.000,7,0.470000029,8291,,0,,,,,
779,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.000,8,0.470000029,4821,,0,,,,,
780,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.000,9,0.470000029,6101,,0,,,,,
781,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.000,10,0.465000033,6101,,0,,,,,
782,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.000,11,0.465000033,8295,,0,,,,,
783,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.000,12,0.465000033,2246,,0,,,,,
784,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.000,13,0.460000038,6102,,0,,,,,
785,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.000,14,0.460000038,6699,,0,,,,,
786,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.000,15,0.455000043,6104,,0,,,,,
787,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.000,16,0.449999988,6105,,0,,,,,
788,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.000,17,0.449999988,2290,,0,,,,,
789,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.000,18,0.449999988,1836,,0,,,,,
790,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.000,19,0.449999988,2578,,0,,,,,
791,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.000,20,0.444999993,6106,,0,,,,,
792,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.000,21,0.439999998,6107,,0,,,,,
793,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.000,22,0.435000002,1836,,0,,,,,
794,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.000,24,0.430000007,1836,,0,,,,,
795,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.000,25,0.430000007,2290,,0,,,,,
796,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:10.000,26,0.420000017,1836,,0,,,,,
797,MARKET_BY_ORDER,ASK,,,53714,ADD,,,124,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,1,0.475000024,,,1000,7/3/2023 01:40:18.086,,,,,,253094402,,,,
798,MARKET_BY_ORDER,BID,,,53714,MOD,,,125,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:18.086,1,0.475000024,,,1000,225538818,,,,
799,MARKET_BY_ORDER,ASK,,,53714,DEL,,,126,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,1,0.475000024,,,1000,7/3/2023 01:40:18.086,,,,,,253094402,,,,
800,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,40:18.1,1,0.475000024,,5,47000,,,,,,,,,,,,,,,,
801,MARKET_BY_ORDER,ASK,,,53714,ADD,,,127,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,1,0.475000024,,,1000,7/3/2023 01:40:27.053,,,,,,256673026,,,,
802,MARKET_BY_ORDER,BID,,,53714,DEL,,,128,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:27.053,1,0.475000024,,,1000,225538818,,,,
803,MARKET_BY_ORDER,ASK,,,53714,DEL,,,129,,,,,,,,2060 HK Equity.type=MBO,,,,,,,,,,,,,,1,0.475000024,,,1000,7/3/2023 01:40:27.053,,,,,,256673026,,,,
804,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=MBL,,0,,,,,,40:27.1,1,0.475000024,,4,46000,,,,,,,,,,,,,,,,
805,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:27.000,1,0.475000024,1799,,0,,,,,
806,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:27.000,4,0.475000024,6105,,0,,,,,
807,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:27.000,5,0.470000029,488,,0,,,,,
808,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:27.000,6,0.470000029,8291,,0,,,,,
809,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:27.000,7,0.470000029,4821,,0,,,,,
810,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:27.000,8,0.470000029,6101,,0,,,,,
811,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:27.000,9,0.465000033,6101,,0,,,,,
812,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:27.000,10,0.465000033,8295,,0,,,,,
813,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:27.000,11,0.465000033,2246,,0,,,,,
814,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:27.000,12,0.460000038,6102,,0,,,,,
815,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:27.000,13,0.460000038,6699,,0,,,,,
816,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:27.000,14,0.455000043,6104,,0,,,,,
817,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,,2060 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,7/3/2023 01:40:27.000,15,0.449999988,6105,,0,,,,,
